Script_Id,Script_Title,rt_title,Movie_Release_Date,Script_Date,rt_id,rt_year,rt_critics_score,rt_audience_score
631,"Lord of the Rings  Fellowship of the Ring, The",The Lord of the Rings: The Fellowship of the Ring,,,12769,2001,91,95
632,Lord of the Rings  Return of the King,The Lord of the Rings: The Return of the King,12/3/2014,10/3/2014,10156,2003,94,86
633,Lord of the Rings  The Two Towers,Lord Of The Rings: The Fellowship Of The Rings & Two Towers (Dou,12/2/2014,,771323009,2003,-1,90
634,Lord of War,Lord of War,9/5/2014,,7583,2005,61,85
635,"Losers, The",The Losers,4/10/2014,2/7/2014,770818088,2010,49,54
636,Lost Highway,Lost Highway,,6/1/1995,16879,1997,59,88
637,Lost Horizon,Lost Horizon,9/1/1937,3/1/1936,17127,1937,100,82
638,Lost in Space,Lost in Space,,6/20/1905,10920,1998,29,24
639,Lost in Translation,Lost In Translation,10/3/2014,9/2/2014,12972,2003,95,86
641,Machete,Machete,9/10/2014,,770672158,2010,72,64
642,Machine Gun Preacher,Machine Gun Preacher,9/11/2014,9/10/2014,771237853,2011,29,63
643,Mad Max 2  The Road Warrior,Mad Max 2: The Road Warrior,5/1/1982,4/1/1981,13087,1981,100,85
647,Major League,Major League,,6/11/1905,13022,1989,81,85
648,Malcolm X,Malcolm X,,6/13/1905,10624,1992,91,92
649,Malibu's Most Wanted,Malibu's Most Wanted,,7/2/2014,11677,2003,30,54
651,Man On Fire,Man on Fire,4/4/2014,2/3/2014,12876,2004,39,90
652,Man on the Moon,Man on the Moon,,6/21/1905,13765,1999,63,79
653,Man Trouble,Man Trouble,,4/1/1991,12534,1992,17,15
654,"Man Who Knew Too Much, The",The Man Who Knew Too Much,,5/1/1955,10334,1956,89,81
656,"Manchurian Candidate, The",The Manchurian Candidate,7/4/2014,8/3/2014,14500,2004,81,63
658,Margaret,Margaret,9/11/2014,11/5/2014,771164930,2011,72,48
659,Margin Call,Margin Call,10/11/2014,7/10/2014,771225052,2011,88,74
660,Margot at the Wedding,Margot at the Wedding,11/7/2014,,770673924,2007,52,40
661,"Mariachi, El",El Mariachi,,,13961,1993,93,76
662,Marley & Me,Marley,12/8/2014,3/7/2014,771269025,2012,95,90
663,Martha Marcy May Marlene,Martha Marcy May Marlene,10/11/2014,,771224182,2011,90,71
664,Marty,Marty,7/1/1955,,17218,1955,100,88
666,"Mask, The",Behind the Mask: The Rise of Leslie Vernon,7/1/1994,,377006855,2006,74,75
667,Master and Commander,Master and Commander: The Far Side of the World,11/3/2014,,10125,2003,85,80
668,"Master, The",nan,9/12/2014,,770884758,,,
